country,year,item,r,n,survey,cc_rank,mean_r
Finland,2009,party_act_female2,1,559.614345221999,evs_combo,190,1.5
Finland,2009,party_act_female2,2,24.89479091180561,evs_combo,190,1.5
Finland,2009,party_female2,1,540.1674529369519,evs_combo,190,1.5
Finland,2009,party_female2,2,44.341683196852756,evs_combo,190,1.5
Finland,2009,party_worg2,1,540.1674529369519,evs_combo,190,1.5
Finland,2009,party_worg2,2,44.341683196852756,evs_combo,190,1.5
Finland,2009,prof_act_female2,1,577.8360288639561,evs_combo,190,1.5
Finland,2009,prof_act_female2,2,6.67310726984851,evs_combo,190,1.5
Finland,2009,prof_female2,1,554.0216318184368,evs_combo,190,1.5
Finland,2009,prof_female2,2,30.487504315367815,evs_combo,190,1.5
Finland,2009,prof_worg2,1,554.0216318184368,evs_combo,190,1.5
Finland,2009,prof_worg2,2,30.487504315367815,evs_combo,190,1.5
Finland,2009,union_act_female2,1,568.8217931675588,evs_combo,190,1.5
Finland,2009,union_act_female2,2,15.687342966245847,evs_combo,190,1.5
Finland,2009,union_female2,1,584.1971132939816,"evs_combo, issp2009",190,1.5
Finland,2009,union_female2,2,441.8439667615432,"evs_combo, issp2009",190,1.5
Finland,2009,union_female2_ees,1,202.6333981581966,ees2009,190,1.5
Finland,2009,union_female2_ees,2,298.06675351064996,ees2009,190,1.5
Finland,2009,union_worg2,1,397.86969424563074,evs_combo,190,1.5
Finland,2009,union_worg2,2,186.63944188817393,evs_combo,190,1.5
Finland,2009,womens_org2,1,543.7489383567784,evs_combo,190,1.5
Finland,2009,womens_org2,2,40.76019777702631,evs_combo,190,1.5
Finland,2009,womens_org_act_female2,1,567.8159529294365,evs_combo,190,1.5
Finland,2009,womens_org_act_female2,2,16.69318320436814,evs_combo,190,1.5
Finland,2010,party_act_female2,1,938,ess5,190,1.5
Finland,2010,party_act_female2,2,27,ess5,190,1.5
Finland,2010,party_female2,1,902,ess5,190,1.5
Finland,2010,party_female2,2,62,ess5,190,1.5
Finland,2010,union_female2,1,716.4584345399662,"ess5, issp2010",190,1.5
Finland,2010,union_female2,2,857.1097763082748,"ess5, issp2010",190,1.5
Finland,2011,party_act_female2,1,507.33605240599616,eb762,190,1.5
Finland,2011,party_act_female2,2,8.743604350051914,eb762,190,1.5
Finland,2011,prof_act_female2,1,505.1682513274882,eb762,190,1.5
Finland,2011,prof_act_female2,2,10.911405428559915,eb762,190,1.5
Finland,2011,union_act_female2,1,497.7512476374365,eb762,190,1.5
Finland,2011,union_act_female2,2,18.328409118611503,eb762,190,1.5
Finland,2011,union_female2,1,302.9992875555554,issp2011,190,1.5
Finland,2011,union_female2,2,369.0575585875407,issp2011,190,1.5
Finland,2011,union_party_act_female2,1,460.351002610596,eqls_combo,190,1.5
Finland,2011,union_party_act_female2,2,61.63608648342029,eqls_combo,190,1.5
Finland,2011,union_party_act_female4,1,479.8279127633562,eqls_combo,190,2.5
Finland,2011,union_party_act_female4,2,27.667606217000834,eqls_combo,190,2.5
Finland,2011,union_party_act_female4,3,15.281950119858433,eqls_combo,190,2.5
Finland,2011,union_party_act_female4,4,0.6985000054784314,eqls_combo,190,2.5
Finland,2012,party_act_female2,1,1093,ess6,190,1.5
Finland,2012,party_act_female2,2,30,ess6,190,1.5
Finland,2012,union_female2,1,800.4771962655705,"ess6, issp2012",190,1.5
Finland,2012,union_female2,2,908.655897915133,"ess6, issp2012",190,1.5
Finland,2013,union_female2,1,272.13853142707046,issp2013,190,1.5
Finland,2013,union_female2,2,351.0815023161318,issp2013,190,1.5
Finland,2014,party_act_female2,1,1739.6094776673058,"ess7, issp2014",190,1.5
Finland,2014,party_act_female2,2,48.82273109773368,"ess7, issp2014",190,1.5
Finland,2014,party_female2,1,685.5279791207299,issp2014,190,1.5
Finland,2014,party_female2,2,42.90422964430969,issp2014,190,1.5
Finland,2014,union_female2,1,837.1487103313665,"ess7, issp2014",190,1.5
Finland,2014,union_female2,2,976.21082075918,"ess7, issp2014",190,1.5
Finland,2014,union_female2_ees,1,227.09988273538875,ees2014,190,1.5
Finland,2014,union_female2_ees,2,279.26155012033144,ees2014,190,1.5
Finland,2014,unionpro_act_female2,1,695.9630800453581,issp2014,190,1.5
Finland,2014,unionpro_act_female2,2,32.778233028734405,issp2014,190,1.5
Finland,2014,unionpro_female2,1,310.60519248662246,issp2014,190,1.5
Finland,2014,unionpro_female2,2,418.13612058747,issp2014,190,1.5
Finland,2016,party_act_female2,1,942,ess8,190,1.5
Finland,2016,party_act_female2,2,22,ess8,190,1.5
Finland,2016,union_female2,1,776.6495840845336,"ess8, issp2016",190,1.5
Finland,2016,union_female2,2,775.8807580125238,"ess8, issp2016",190,1.5
Finland,2016,union_party_act_female2,1,477.05384347839413,eqls_combo,190,1.5
Finland,2016,union_party_act_female2,2,61.02994949563616,eqls_combo,190,1.5
Finland,2016,union_party_act_female4,1,474.94086636802314,eqls_combo,190,2.5
Finland,2016,union_party_act_female4,2,37.991917281846575,eqls_combo,190,2.5
Finland,2016,union_party_act_female4,3,23.035527803129323,eqls_combo,190,2.5
Finland,2016,union_party_act_female4,4,1.9819689104945384,eqls_combo,190,2.5
Finland,2017,union_female2,1,249.47822714760713,issp2017,190,1.5
Finland,2017,union_female2,2,287.8788411444928,issp2017,190,1.5
Finland,2018,party_act_female2,1,874,ess9,190,1.5
Finland,2018,party_act_female2,2,33,ess9,190,1.5
Finland,2018,union_female2,1,763.3706569822339,"ess9, issp2018",190,1.5
Finland,2018,union_female2,2,751.0639466640378,"ess9, issp2018",190,1.5
Finland,2019,union_female2,1,215.8339348120488,issp2019,190,1.5
Finland,2019,union_female2,2,264.1127655644042,issp2019,190,1.5
Finland,2019,union_female2_ees,1,273.104672180686,ees2019,190,1.5
Finland,2019,union_female2_ees,2,237.48722028753832,ees2019,190,1.5
Finland,2020,union_female2,1,282.1792385077478,issp2020,190,1.5
Finland,2020,union_female2,2,288.7187932472803,issp2020,190,1.5
Finland,2021,union_female2,1,426,ess10,190,1.5
Finland,2021,union_female2,2,370,ess10,190,1.5
Slovakia,1990,party_act_female2,1,136,cdcee,189,1.5
Slovakia,1990,party_act_female2,2,26,cdcee,189,1.5
Slovakia,1990,party_act_female4a,1,136,cdcee,189,2.5
Slovakia,1990,party_act_female4a,2,14,cdcee,189,2.5
Slovakia,1990,party_act_female4a,3,9,cdcee,189,2.5
Slovakia,1990,party_act_female4a,4,3,cdcee,189,2.5
Slovakia,1990,party_female2,1,146,cdcee,189,1.5
Slovakia,1990,party_female2,2,11,cdcee,189,1.5
Slovakia,1990,prof_female2,1,151,cdcee,189,1.5
Slovakia,1990,prof_female2,2,9,cdcee,189,1.5
Slovakia,1990,union_female2,1,98,cdcee,189,1.5
Slovakia,1990,union_female2,2,54,cdcee,189,1.5
Slovakia,1991,party_act_female2,1,587,evs_combo,189,1.5
Slovakia,1991,party_act_female2,2,5,evs_combo,189,1.5
Slovakia,1991,party_female2,1,578,evs_combo,189,1.5
Slovakia,1991,party_female2,2,14,evs_combo,189,1.5
Slovakia,1991,party_worg2,1,578,evs_combo,189,1.5
Slovakia,1991,party_worg2,2,14,evs_combo,189,1.5
Slovakia,1991,prof_act_female2,1,576,evs_combo,189,1.5
Slovakia,1991,prof_act_female2,2,16,evs_combo,189,1.5
Slovakia,1991,prof_female2,1,558,evs_combo,189,1.5
Slovakia,1991,prof_female2,2,34,evs_combo,189,1.5
Slovakia,1991,prof_worg2,1,558,evs_combo,189,1.5
Slovakia,1991,prof_worg2,2,34,evs_combo,189,1.5
Slovakia,1991,union_act_female2,1,560,evs_combo,189,1.5
Slovakia,1991,union_act_female2,2,32,evs_combo,189,1.5
Slovakia,1991,union_female2,1,459,evs_combo,189,1.5
Slovakia,1991,union_female2,2,133,evs_combo,189,1.5
Slovakia,1991,union_worg2,1,459,evs_combo,189,1.5
Slovakia,1991,union_worg2,2,133,evs_combo,189,1.5
Slovakia,1991,womens_org2,1,542,evs_combo,189,1.5
Slovakia,1991,womens_org2,2,50,evs_combo,189,1.5
Slovakia,1991,womens_org_act_female2,1,572,evs_combo,189,1.5
Slovakia,1991,womens_org_act_female2,2,20,evs_combo,189,1.5
Slovakia,1996,union_female2,1,491,issp1995,189,1.5
Slovakia,1996,union_female2,2,225,issp1995,189,1.5
Slovakia,1998,union_female2,1,554,issp1998,189,1.5
Slovakia,1998,union_female2,2,113,issp1998,189,1.5
Slovakia,1999,party_act_female2,1,670.2845752375877,evs_combo,189,1.5
Slovakia,1999,party_act_female2,2,23.574678660049944,evs_combo,189,1.5
Slovakia,1999,party_female2,1,663.5361302483489,evs_combo,189,1.5
Slovakia,1999,party_female2,2,30.32312364928869,evs_combo,189,1.5
Slovakia,1999,party_worg2,1,663.5361302483489,evs_combo,189,1.5
Slovakia,1999,party_worg2,2,30.32312364928869,evs_combo,189,1.5
Slovakia,1999,prof_act_female2,1,679.6056637136674,evs_combo,189,1.5
Slovakia,1999,prof_act_female2,2,14.253590183970276,evs_combo,189,1.5
Slovakia,1999,prof_female2,1,665.3155780917458,evs_combo,189,1.5
Slovakia,1999,prof_female2,2,28.54367580589177,evs_combo,189,1.5
Slovakia,1999,prof_worg2,1,665.3155780917458,evs_combo,189,1.5
Slovakia,1999,prof_worg2,2,28.54367580589177,evs_combo,189,1.5
Slovakia,1999,union_act_female2,1,652.522962028305,evs_combo,189,1.5
Slovakia,1999,union_act_female2,2,41.336291869332676,evs_combo,189,1.5
Slovakia,1999,union_female2,1,588.0289876671715,evs_combo,189,1.5
Slovakia,1999,union_female2,2,105.83026623046608,evs_combo,189,1.5
Slovakia,1999,union_worg2,1,588.0289876671715,evs_combo,189,1.5
Slovakia,1999,union_worg2,2,105.83026623046608,evs_combo,189,1.5
Slovakia,1999,womens_org2,1,607.4954217764649,evs_combo,189,1.5
Slovakia,1999,womens_org2,2,86.36383212117262,evs_combo,189,1.5
Slovakia,1999,womens_org_act_female2,1,635.7602347361935,evs_combo,189,1.5
Slovakia,1999,womens_org_act_female2,2,58.09901916144416,evs_combo,189,1.5
Slovakia,2001,party_act_female2,1,479,cdcee,189,1.5
Slovakia,2001,party_act_female2,2,51,cdcee,189,1.5
Slovakia,2001,party_act_female4a,1,479,cdcee,189,2.5
Slovakia,2001,party_act_female4a,2,26,cdcee,189,2.5
Slovakia,2001,party_act_female4a,3,15,cdcee,189,2.5
Slovakia,2001,party_act_female4a,4,10,cdcee,189,2.5
Slovakia,2001,party_female2,1,484,cdcee,189,1.5
Slovakia,2001,party_female2,2,34,cdcee,189,1.5
Slovakia,2001,prof_female2,1,504,cdcee,189,1.5
Slovakia,2001,prof_female2,2,21,cdcee,189,1.5
Slovakia,2001,union_female2,1,894,"cdcee, issp1999",189,1.5
Slovakia,2001,union_female2,2,200,"cdcee, issp1999",189,1.5
Slovakia,2002,union_female2,1,484,issp2002,189,1.5
Slovakia,2002,union_female2,2,105,issp2002,189,1.5
Slovakia,2004,party_act_female2,1,1391.885954086922,"eb622, ess2",189,1.5
Slovakia,2004,party_act_female2,2,19.76184570420838,"eb622, ess2",189,1.5
Slovakia,2004,party_female2,1,1391.462018997196,"eb622, ess2",189,1.5
Slovakia,2004,party_female2,2,19.185780793934363,"eb622, ess2",189,1.5
Slovakia,2004,prof_act_female2,1,677.05786914658,eb622,189,1.5
Slovakia,2004,prof_act_female2,2,2.589930644550452,eb622,189,1.5
Slovakia,2004,prof_female2,1,669.5880691794787,eb622,189,1.5
Slovakia,2004,prof_female2,2,10.059730611651563,eb622,189,1.5
Slovakia,2004,union_act_female2,1,653.361503708776,eb622,189,1.5
Slovakia,2004,union_act_female2,2,26.286296082354337,eb622,189,1.5
Slovakia,2004,union_female2,1,1778.3417852580178,"eb622, ess2, issp2003",189,1.5
Slovakia,2004,union_female2,2,233.3939476603084,"eb622, ess2, issp2003",189,1.5
Slovakia,2004,union_female2_ees,1,493,ees2004,189,1.5
Slovakia,2004,union_female2_ees,2,58,ees2004,189,1.5
Slovakia,2005,party_act_female2,1,556.1287499603508,issp2004,189,1.5
Slovakia,2005,party_act_female2,2,3.6575882366626247,issp2004,189,1.5
Slovakia,2005,party_female2,1,546.13925651563045,issp2004,189,1.5
Slovakia,2005,party_female2,2,13.64708168138293,issp2004,189,1.5
Slovakia,2005,union_female2,1,509.7948539057117,issp2004,189,1.5
Slovakia,2005,union_female2,2,50.95642845019953,issp2004,189,1.5
Slovakia,2005,unionpro_act_female2,1,543.0227880991877,issp2004,189,1.5
Slovakia,2005,unionpro_act_female2,2,15.504521907295903,issp2004,189,1.5
Slovakia,2005,unionpro_female2,1,504.97314427880815,issp2004,189,1.5
Slovakia,2005,unionpro_female2,2,53.5541657276754,issp2004,189,1.5
Slovakia,2006,party_act_female2,1,1371.7266553209647,"eb663, ess3",189,1.5
Slovakia,2006,party_act_female2,2,44.71938729221563,"eb663, ess3",189,1.5
Slovakia,2006,party_female2,1,883,ess3,189,1.5
Slovakia,2006,party_female2,2,11,ess3,189,1.5
Slovakia,2006,prof_act_female2,1,515.7501732263368,eb663,189,1.5
Slovakia,2006,prof_act_female2,2,5.695869386843572,eb663,189,1.5
Slovakia,2006,union_act_female2,1,517.4041352989912,eb663,189,1.5
Slovakia,2006,union_act_female2,2,4.041907314189206,eb663,189,1.5
Slovakia,2006,union_female2,1,794,ess3,189,1.5
Slovakia,2006,union_female2,2,92,ess3,189,1.5
Slovakia,2007,union_party_act_female2,1,547.6551376743281,eqls_combo,189,1.5
Slovakia,2007,union_party_act_female2,2,41.811903625044835,eqls_combo,189,1.5
Slovakia,2008,party_act_female2,1,1784.968636450408,"ess4, evs_combo",189,1.5
Slovakia,2008,party_act_female2,2,10.481306266248358,"ess4, evs_combo",189,1.5
Slovakia,2008,party_female2,1,1781.62103569262,"ess4, evs_combo",189,1.5
Slovakia,2008,party_female2,2,26.112905010837355,"ess4, evs_combo",189,1.5
Slovakia,2008,party_worg2,1,744.9998942876297,evs_combo,189,1.5
Slovakia,2008,party_worg2,2,7.018102771868843,evs_combo,189,1.5
Slovakia,2008,prof_act_female2,1,734.0270502078838,evs_combo,189,1.5
Slovakia,2008,prof_act_female2,2,5.761759168968736,evs_combo,189,1.5
Slovakia,2008,prof_female2,1,739.4419441528453,evs_combo,189,1.5
Slovakia,2008,prof_female2,2,13.130672250363606,evs_combo,189,1.5
Slovakia,2008,prof_worg2,1,739.4419441528453,evs_combo,189,1.5
Slovakia,2008,prof_worg2,2,13.130672250363606,evs_combo,189,1.5
Slovakia,2008,union_act_female2,1,731.2392493913537,evs_combo,189,1.5
Slovakia,2008,union_act_female2,2,11.587952402701964,evs_combo,189,1.5
Slovakia,2008,union_female2,1,2251.7859839016073,"ess4, evs_combo, issp2006sk",189,1.5
Slovakia,2008,union_female2,2,179.98962244968376,"ess4, evs_combo, issp2006sk, issp2007",189,1.5
Slovakia,2008,union_worg2,1,715.3619192747201,evs_combo,189,1.5
Slovakia,2008,union_worg2,2,36.7373468491799,evs_combo,189,1.5
Slovakia,2008,womens_org2,1,729.123660900067,evs_combo,189,1.5
Slovakia,2008,womens_org2,2,23.23978935463805,evs_combo,189,1.5
Slovakia,2008,womens_org_act_female2,1,725.7198758006299,evs_combo,189,1.5
Slovakia,2008,womens_org_act_female2,2,14.285002691344934,evs_combo,189,1.5
Slovakia,2009,union_female2,1,572.2194151268416,issp2009,189,1.5
Slovakia,2009,union_female2,2,72.29704248323432,"issp2009, issp2010",189,1.5
Slovakia,2009,union_female2_ees,1,492.76344740762494,ees2009,189,1.5
Slovakia,2009,union_female2_ees,2,27.41795826372676,ees2009,189,1.5
Slovakia,2010,party_act_female2,1,1050.5008302082338,ess5,189,1.5
Slovakia,2010,party_act_female2,2,9.930392773871866,ess5,189,1.5
Slovakia,2010,party_female2,1,1056.7073256919034,ess5,189,1.5
Slovakia,2010,party_female2,2,6.206495483669913,ess5,189,1.5
Slovakia,2010,union_female2,1,987.6083426403779,ess5,189,1.5
Slovakia,2010,union_female2,2,71.995347610571,ess5,189,1.5
Slovakia,2011,party_act_female2,1,511.4639305113181,eb762,189,1.5
Slovakia,2011,party_act_female2,2,7.9067865584628505,eb762,189,1.5
Slovakia,2011,prof_act_female2,1,516.3241222489921,eb762,189,1.5
Slovakia,2011,prof_act_female2,2,3.0465948207888047,eb762,189,1.5
Slovakia,2011,union_act_female2,1,504.63924211328833,eb762,189,1.5
Slovakia,2011,union_act_female2,2,14.731474956492573,eb762,189,1.5
Slovakia,2011,union_party_act_female2,1,490.5788794528944,eqls_combo,189,1.5
Slovakia,2011,union_party_act_female2,2,23.995122119975612,eqls_combo,189,1.5
Slovakia,2011,union_party_act_female4,1,493.33043246665216,eqls_combo,189,2
Slovakia,2011,union_party_act_female4,2,11.340561056702805,eqls_combo,189,2
Slovakia,2011,union_party_act_female4,3,2.57611401288057,eqls_combo,189,2
Slovakia,2012,party_act_female2,1,1033.6903988374868,ess6,189,1.5
Slovakia,2012,party_act_female2,2,11.984954793057515,ess6,189,1.5
Slovakia,2012,union_female2,1,2032.9872653511757,"ess6, issp2011, issp2012",189,1.5
Slovakia,2012,union_female2,2,174.9033557543755,"ess6, issp2011, issp2012",189,1.5
Slovakia,2014,party_act_female2,1,590.382556228794,issp2014,189,1.5
Slovakia,2014,party_act_female2,2,2.6470032568110398,issp2014,189,1.5
Slovakia,2014,party_female2,1,579.3264579468319,issp2014,189,1.5
Slovakia,2014,party_female2,2,13.703101538773105,issp2014,189,1.5
Slovakia,2014,union_female2,1,1112.261790094291,"issp2013, issp2014",189,1.5
Slovakia,2014,union_female2,2,84.52716481411395,"issp2013, issp2014",189,1.5
Slovakia,2014,union_female2_ees,1,479.672060347002,ees2014,189,1.5
Slovakia,2014,union_female2_ees,2,37.61671192539969,ees2014,189,1.5
Slovakia,2014,unionpro_act_female2,1,577.574616231108,issp2014,189,1.5
Slovakia,2014,unionpro_act_female2,2,16.25977108952457,issp2014,189,1.5
Slovakia,2014,unionpro_female2,1,549.0951351965219,issp2014,189,1.5
Slovakia,2014,unionpro_female2,2,44.73925212411059,issp2014,189,1.5
Slovakia,2016,union_female2,1,555.1356920802638,issp2016,189,1.5
Slovakia,2016,union_female2,2,40.04330771472616,issp2016,189,1.5
Slovakia,2016,union_party_act_female2,1,503.03313853520626,eqls_combo,189,1.5
Slovakia,2016,union_party_act_female2,2,13.435415933852967,eqls_combo,189,1.5
Slovakia,2016,union_party_act_female4,1,516.0362213904963,eqls_combo,189,2.5
Slovakia,2016,union_party_act_female4,2,6.1258570621099215,eqls_combo,189,2.5
Slovakia,2016,union_party_act_female4,3,3.065716358387341,eqls_combo,189,2.5
Slovakia,2016,union_party_act_female4,4,1.5877994049709128,eqls_combo,189,2.5
Slovakia,2017,union_female2,1,657.4496859636889,issp2017,189,1.5
Slovakia,2017,union_female2,2,68.71639097026296,issp2017,189,1.5
Slovakia,2018,union_female2,1,627.6604203201334,issp2018,189,1.5
Slovakia,2018,union_female2,2,58.28235761315035,issp2018,189,1.5
Slovakia,2019,party_act_female2,1,569.1921356220995,ess9,189,1.5
Slovakia,2019,party_act_female2,2,8.313399949347552,ess9,189,1.5
Slovakia,2019,union_female2,1,557.0735659031376,ess9,189,1.5
Slovakia,2019,union_female2,2,24.904826954941576,ess9,189,1.5
Slovakia,2019,union_female2_ees,1,483.171491966343,ees2019,189,1.5
Slovakia,2019,union_female2_ees,2,34.47348306894696,ees2019,189,1.5
Slovakia,2021,union_female2,1,707.5964256949961,ess10,189,1.5
Slovakia,2021,union_female2,2,29.686345673002066,ess10,189,1.5
Venezuela,1995,union_female2,1,522,lb1995,184,1.5
Venezuela,1995,union_female2,2,38,lb1995,184,1.5
Venezuela,1996,party_act_female2,1,717,lb1996,184,1.5
Venezuela,1996,party_act_female2,2,27,lb1996,184,1.5
Venezuela,1996,union_act_female2,1,714,lb1996,184,1.5
Venezuela,1996,union_act_female2,2,30,lb1996,184,1.5
Venezuela,1998,party_act_female2,1,543,lb1998,184,1.5
Venezuela,1998,party_act_female2,2,44,lb1998,184,1.5
Venezuela,1998,prof_act_female2,1,510,lb1998,184,1.5
Venezuela,1998,prof_act_female2,2,77,lb1998,184,1.5
Venezuela,1998,union_act_female2,1,561,lb1998,184,1.5
Venezuela,1998,union_act_female2,2,26,lb1998,184,1.5
Venezuela,2000,party_act_female2,1,574,lb2000,184,1.5
Venezuela,2000,party_act_female2,2,29,lb2000,184,1.5
Venezuela,2000,party_female2,1,582,wvs_combo,184,1.5
Venezuela,2000,party_female2,2,13,wvs_combo,184,1.5
Venezuela,2000,party_worg2,1,582,wvs_combo,184,1.5
Venezuela,2000,party_worg2,2,13,wvs_combo,184,1.5
Venezuela,2000,prof_act_female2,1,531,lb2000,184,1.5
Venezuela,2000,prof_act_female2,2,72,lb2000,184,1.5
Venezuela,2000,prof_female2,1,553,wvs_combo,184,1.5
Venezuela,2000,prof_female2,2,42,wvs_combo,184,1.5
Venezuela,2000,prof_worg2,1,553,wvs_combo,184,1.5
Venezuela,2000,prof_worg2,2,42,wvs_combo,184,1.5
Venezuela,2000,union_act_female2,1,574,lb2000,184,1.5
Venezuela,2000,union_act_female2,2,29,lb2000,184,1.5
Venezuela,2000,union_female2,1,584,wvs_combo,184,1.5
Venezuela,2000,union_female2,2,11,wvs_combo,184,1.5
Venezuela,2000,union_worg2,1,584,wvs_combo,184,1.5
Venezuela,2000,union_worg2,2,11,wvs_combo,184,1.5
Venezuela,2000,womens_org2,1,556,wvs_combo,184,1.5
Venezuela,2000,womens_org2,2,39,wvs_combo,184,1.5
Venezuela,2003,union_female2,1,549.815319790118,lb2003,184,1.5
Venezuela,2003,union_female2,2,21.212555587409746,lb2003,184,1.5
Venezuela,2004,party_act_female2,1,1101.6980253388479,"issp2004, lb2004",184,1.5
Venezuela,2004,party_act_female2,2,104.71957458058421,"issp2004, lb2004",184,1.5
Venezuela,2004,party_female2,1,494.9879886577831,issp2004,184,1.5
Venezuela,2004,party_female2,2,100.78326642540026,issp2004,184,1.5
Venezuela,2004,union_female2,1,1152.647719284409,"issp2003, issp2004",184,1.5
Venezuela,2004,union_female2,2,39.89414278236585,"issp2003, issp2004",184,1.5
Venezuela,2004,unionpro_act_female2,1,573.5683668716396,issp2004,184,1.5
Venezuela,2004,unionpro_act_female2,2,21.78519523667954,issp2004,184,1.5
Venezuela,2004,unionpro_female2,1,548.3389457707926,issp2004,184,1.5
Venezuela,2004,unionpro_female2,2,47.01461633752658,issp2004,184,1.5
Venezuela,2005,act_female4,1,366.90887439135014,lb2005,184,2.5
Venezuela,2005,act_female4,2,98.59408435462005,lb2005,184,2.5
Venezuela,2005,act_female4,3,81.04503533783884,lb2005,184,2.5
Venezuela,2005,act_female4,4,28.447378128562544,lb2005,184,2.5
Venezuela,2005,party_act_female2,1,1045.0546212604186,"lb2005, lb2005",184,1.5
Venezuela,2005,party_act_female2,2,121.4841977098005,"lb2005, lb2005",184,1.5
Venezuela,2005,party_act_female4a,1,464.00372176263323,lb2005,184,2.5
Venezuela,2005,party_act_female4a,2,64.75224184500826,lb2005,184,2.5
Venezuela,2005,party_act_female4a,3,22.024019321103815,lb2005,184,2.5
Venezuela,2005,party_act_female4a,4,21.610177454464147,lb2005,184,2.5
Venezuela,2005,party_female2,1,588.170201588176,lb2005,184,1.5
Venezuela,2005,party_female2,2,5.9784569988335905,lb2005,184,1.5
Venezuela,2005,prof_act_female2,1,590.290461219096,lb2005,184,1.5
Venezuela,2005,prof_act_female2,2,3.8581973679136468,lb2005,184,1.5
Venezuela,2005,prof_female2,1,581.8289132043417,lb2005,184,1.5
Venezuela,2005,prof_female2,2,12.319745382667943,lb2005,184,1.5
Venezuela,2005,union_act_female2,1,589.0208255243963,lb2005,184,1.5
Venezuela,2005,union_act_female2,2,5.127833062613361,lb2005,184,1.5
Venezuela,2005,union_female2,1,585.9047715064513,lb2005,184,1.5
Venezuela,2005,union_female2,2,8.2438870805583,lb2005,184,1.5
Venezuela,2006,union_female2,1,596.1904648055646,issp2006,184,1.5
Venezuela,2006,union_female2,2,7.276945350991005,issp2006,184,1.5
Venezuela,2007,party_act_female2,1,1147.7195633119213,"amb_combo, lb2007",184,1.5
Venezuela,2007,party_act_female2,2,193.41363565225956,"amb_combo, lb2007",184,1.5
Venezuela,2007,party_act_female4,1,647,amb_combo,184,2.5
Venezuela,2007,party_act_female4,2,46,amb_combo,184,2.5
Venezuela,2007,party_act_female4,3,29,amb_combo,184,2.5
Venezuela,2007,party_act_female4,4,30,amb_combo,184,2.5
Venezuela,2007,party_female2,1,360.7444737727648,lb2007,184,1.5
Venezuela,2007,party_female2,2,228.38872519141603,lb2007,184,1.5
Venezuela,2007,party_worg_act_female4,1,647,amb_combo,184,2.5
Venezuela,2007,party_worg_act_female4,2,46,amb_combo,184,2.5
Venezuela,2007,party_worg_act_female4,3,29,amb_combo,184,2.5
Venezuela,2007,party_worg_act_female4,4,30,amb_combo,184,2.5
Venezuela,2007,prof_act_female2,1,711,amb_combo,184,1.5
Venezuela,2007,prof_act_female2,2,40,amb_combo,184,1.5
Venezuela,2007,prof_act_female4,1,711,amb_combo,184,2.5
Venezuela,2007,prof_act_female4,2,14,amb_combo,184,2.5
Venezuela,2007,prof_act_female4,3,15,amb_combo,184,2.5
Venezuela,2007,prof_act_female4,4,11,amb_combo,184,2.5
Venezuela,2007,prof_worg_act_female4,1,711,amb_combo,184,2.5
Venezuela,2007,prof_worg_act_female4,2,14,amb_combo,184,2.5
Venezuela,2007,prof_worg_act_female4,3,15,amb_combo,184,2.5
Venezuela,2007,prof_worg_act_female4,4,11,amb_combo,184,2.5
Venezuela,2007,union_act_female2,1,719,amb_combo,184,1.5
Venezuela,2007,union_act_female2,2,30,amb_combo,184,1.5
Venezuela,2007,union_act_female4,1,719,amb_combo,184,2.5
Venezuela,2007,union_act_female4,2,12,amb_combo,184,2.5
Venezuela,2007,union_act_female4,3,12,amb_combo,184,2.5
Venezuela,2007,union_act_female4,4,6,amb_combo,184,2.5
Venezuela,2007,union_worg_act_female4,1,719,amb_combo,184,2.5
Venezuela,2007,union_worg_act_female4,2,12,amb_combo,184,2.5
Venezuela,2007,union_worg_act_female4,3,12,amb_combo,184,2.5
Venezuela,2007,union_worg_act_female4,4,6,amb_combo,184,2.5
Venezuela,2007,unionpro_act_female2,1,552.5735226101683,lb2007,184,1.5
Venezuela,2007,unionpro_act_female2,2,34.15483186438949,lb2007,184,1.5
Venezuela,2007,unionpro_female2,1,495.5073668862874,lb2007,184,1.5
Venezuela,2007,unionpro_female2,2,91.22098758827039,lb2007,184,1.5
Venezuela,2008,party_act_female2,1,1224,"amb_combo, lb2008",184,1.5
Venezuela,2008,party_act_female2,2,167,"amb_combo, lb2008",184,1.5
Venezuela,2008,party_act_female4,1,699,amb_combo,184,2.5
Venezuela,2008,party_act_female4,2,52,amb_combo,184,2.5
Venezuela,2008,party_act_female4,3,31,amb_combo,184,2.5
Venezuela,2008,party_act_female4,4,9,amb_combo,184,2.5
Venezuela,2008,party_worg_act_female4,1,699,amb_combo,184,2.5
Venezuela,2008,party_worg_act_female4,2,52,amb_combo,184,2.5
Venezuela,2008,party_worg_act_female4,3,31,amb_combo,184,2.5
Venezuela,2008,party_worg_act_female4,4,9,amb_combo,184,2.5
Venezuela,2008,prof_act_female2,1,738,amb_combo,184,1.5
Venezuela,2008,prof_act_female2,2,62,amb_combo,184,1.5
Venezuela,2008,prof_act_female4,1,738,amb_combo,184,2.5
Venezuela,2008,prof_act_female4,2,28,amb_combo,184,2.5
Venezuela,2008,prof_act_female4,3,24,amb_combo,184,2.5
Venezuela,2008,prof_act_female4,4,10,amb_combo,184,2.5
Venezuela,2008,prof_worg_act_female4,1,738,amb_combo,184,2.5
Venezuela,2008,prof_worg_act_female4,2,28,amb_combo,184,2.5
