party,state,name,letra,type,fem,n,year
PRI,Sinaloa,Aarón Irizar López,n,smd,,109,2009
PRI,Segunda,Benjamín Clariond,n,pr,,110,2009
PRI,Yucatán,Efraín Aguilar Góngora (aún no redactado),n,smd,,111,2009
PRI,Guerrero,Esteban Albarrán Mendoza (aún no redactado),n,smd,,112,2009
PRI,Guerrero,Fermín Alvarado Arroyo,n,smd,,113,2009
PRI,Nuevo León,Fermín Montes Cavazos (aún no redactado),n,smd,,114,2009
PRI,Sinaloa,Germán Contreras García (aún no redactado),n,smd,,115,2009
PRI,Chiapas,Hernán de Jesús Orantes López (aún no redactado),n,smd,,116,2009
PRI,Puebla,Juan Carlos Lastiri Quirós,n,smd,,117,2009
PRI,Tercera,Juan Nicolás Callejas Arroyo,n,pr,,118,2009
PRI,Puebla,Juan Pablo Jiménez Concha (aún no redactado),n,smd,,119,2009
PRI,Tercera,Julián Nazar Morales (aún no redactado),n,pr,,120,2009
PRI,Yucatán,Martín Enrique Castillo Ruz (aún no redactado),n,smd,,121,2009
PRI,Hidalgo,Ramón Ramírez Valtierra (aún no redactado),n,smd,,122,2009
PRI,Cuarta,Sebastián Lerdo de Tejada Covarrubias,n,pr,,123,2009
PRI,Puebla,Alberto Jiménez Merino,o,smd,,124,2009
PRI,Chihuahua,Alejandro Cano Ricaud,o,smd,,125,2009
PRI,México,Alfonso Navarrete Prida,o,smd,,126,2009
PRI,Querétaro,Alfredo Francisco Lugo Oñate (aún no redactado),o,smd,,127,2009
PRI,Primera,Alfredo Villegas Arreola,o,pr,,128,2009
PRI,Veracruz,Antonio Benítez Lucho (aún no redactado),o,smd,,129,2009
PRI,Puebla,Ardelio Vargas Fosado (aún no redactado),o,smd,,130,2009
PRI,México,Armando Corona Rivera (aún no redactado),o,smd,,131,2009
PRI,Cuarta,Armando Jesús Báez Pinal (aún no redactado),o,pr,,132,2009
PRI,Quinta,Armando Neyra Chávez,o,pr,,133,2009
PRI,Jalisco,Arturo Zamora Jiménez,o,smd,,134,2009
PRI,Tamaulipas,Edgardo Melhem Salinas,o,smd,,135,2009
PRI,Nuevo León,Eduardo Bailey Elizondo,o,smd,,136,2009
PRI,México,Eduardo Yáñez Montaño (aún no redactado),o,smd,,137,2009
PRI,México,Eduardo Zarzosa Sánchez,o,smd,,138,2009
PRI,Oaxaca,Elpidio Concha Arellano (aún no redactado),o,smd,,139,2009
PRI,México,Emilio Chuayffet,o,smd,,140,2009
PRI,Oaxaca,Emilio Mendoza Kaplan (aún no redactado),o,smd,,141,2009
PRI,Sonora,Ernesto de Lucas Hopkins,o,smd,,142,2009
PRI,México,Fausto Sergio Saldaña del Moral (aún no redactado),o,smd,,143,2009
PRI,México,Fernando Ferreyra Olivares (aún no redactado),o,smd,,144,2009
PRI,Puebla,Fernando Morales Martínez (aún no redactado),o,smd,,145,2009
PRI,Veracruz,Francisco Herrera Jiménez (aún no redactado),o,smd,,146,2009
PRI,Morelos,Francisco Moreno Merino,o,smd,,147,2009
PRI,Puebla,Francisco Ramos Montaño (aún no redactado),o,smd,,148,2009
PRI,Quinta,Francisco Rojas Gutiérrez,o,pr,,149,2009
PRI,México,Francisco Rojas San Román,o,smd,,150,2009
PRI,Coahuila,Francisco Saracho Navarro (aún no redactado),o,smd,,151,2009
PRI,Veracruz,Genaro Mejía de la Merced,o,smd,,152,2009
PRI,Chihuahua,Guillermo Márquez Lizalde (aún no redactado),o,smd,,153,2009
PRI,Segunda,Guillermo Ruiz de Teresa (aún no redactado),o,pr,,154,2009
PRI,Oaxaca,Heliodoro Díaz Escárraga,o,smd,,155,2009
PRI,Oaxaca,Heriberto Ambrocio Cipriano (aún no redactado),o,smd,,156,2009
PRI,Coahuila,Hugo Héctor Martínez González (aún no redactado),o,smd,,157,2009
PRI,Quinta,Humberto Benítez Treviño,o,pr,,158,2009
PRI,Primera,Humberto Lepe Lepe,o,pr,,159,2009
PRI,México,Ignacio Pichardo Lechuga,o,smd,,160,2009
PRI,México,Ignacio Rubí Salazar (aún no redactado),o,smd,,161,2009
PRI,Nuevo León,Ildefonso Guajardo Villarreal,o,smd,,162,2009
PRI,México,Inocencio Ibarra Piña (aún no redactado),o,smd,,163,2009
PRI,Puebla,Leobardo Soto Martínez (aún no redactado),o,smd,,164,2009
PRI,Cuarta,Marco Antonio García Ayala (aún no redactado),o,pr,,165,2009
PRI,Guerrero,Mario Moreno Arcos,o,smd,,166,2009
PRI,Chihuahua,Maurilio Ochoa Millán,o,smd,,167,2009
PRI,Sonora,Onésimo Mariscales Delgadillo (aún no redactado),o,smd,,168,2009
PRI,Veracruz,Patricio Chirinos del Ángel (aún no redactado),o,smd,,169,2009
PRI,Durango,Pedro Ávila Nevárez,o,smd,,170,2009
PRI,Querétaro,Reginaldo Rivera de la Torre (aún no redactado),o,smd,,171,2009
PRI,Veracruz,Ricardo Ahued Bardahuil,o,smd,,172,2009
PRI,Durango,Ricardo López Pescador (aún no redactado),o,smd,,173,2009
PRI,Durango,Ricardo Rebollo Mendoza,o,smd,,174,2009
PRI,Chiapas,Roberto Albores Gleason,o,smd,,175,2009
PRI,Distrito Federal,Roberto Rebollo Vivero (aún no redactado),o,smd,,176,2009
PRI,México,Rodrigo Reina Liceaga,o,smd,,177,2009
PRI,Nuevo León,Rogelio Cerda Pérez,o,smd,,178,2009
PRI,Sonora,Rogelio Manuel Díaz Brown (aún no redactado),o,smd,,179,2009
PRI,Sinaloa,Rolando Bojórquez Gutiérrez (aún no redactado),o,smd,,180,2009
PRI,Sinaloa,Rolando Zubía Rivera (aún no redactado),o,smd,,181,2009
PRI,Quintana Roo,Rosario Ortiz Yeladaqui,o,smd,1,182,2009
PRI,San Luis Potosí,Sabino Bautista Concepción (aún no redactado),o,smd,,183,2009
PRI,Chiapas,Sergio Lobato García (aún no redactado),o,smd,,184,2009
PRI,Veracruz,Sergio Lorenzo Quiroz Cruz,o,smd,,185,2009
PRI,México,Sergio Mancilla Zayas (aún no redactado),o,smd,,186,2009
PRI,Veracruz,Silvio Lagos Galindo (aún no redactado),o,smd,,187,2009
PRI,Segunda,Tereso Medina Ramírez,o,pr,,188,2009
PRI,México,Amador Monroy Estrada (aún no redactado),r,smd,,189,2009
PRI,Tercera,César Augusto Santiago,r,pr,,190,2009
PRI,México,Héctor Eduardo Velasco Monroy,r,smd,,191,2009
PRI,Coahuila,Héctor Fernández Aguirre (aún no redactado),r,smd,,192,2009
PRI,México,Héctor Guevara Ramírez,r,smd,,193,2009
PRI,México,Héctor Hernández Silva (aún no redactado),r,smd,,194,2009
PRI,Oaxaca,Héctor Pablo Ramírez Puga,r,smd,,195,2009
PRI,Hidalgo,Héctor Pedraza Olguín (aún no redactado),r,smd,,196,2009
PRI,México,Héctor Pedroza Jiménez (aún no redactado),r,smd,,197,2009
PRI,Tamaulipas,Javier Gil Ortiz (aún no redactado),r,smd,,198,2009
PRI,Coahuila,Melchor Sánchez de la Fuente (aún no redactado),r,smd,,199,2009
PRI,Hidalgo,Omar Fayad,r,smd,,200,2009
PRI,México,Omar Rodríguez Cisneros (aún no redactado),r,smd,,201,2009
PRI,Puebla,Óscar Aguilar González (aún no redactado),r,smd,,202,2009
PRI,Durango,Óscar García Barrón (aún no redactado),r,smd,,203,2009
PRI,Sinaloa,Óscar Javier Lara Aréchiga (aún no redactado),r,smd,,204,2009
PRI,Sinaloa,Oscar Lara Salazar (aún no redactado),r,smd,,205,2009
PRI,Primera,Óscar Levín Coppel,r,pr,,206,2009
PRI,Campeche,Óscar Román Rosas González (aún no redactado),r,smd,,207,2009
PRI,Jalisco,Salvador Caro Cabrera,r,smd,,208,2009
PRI,Veracruz,Salvador Manzur Díaz,r,smd,,209,2009
PRI,Tercera,Víctor Flores Morales (aún no redactado),r,pr,,210,2009
PRI,Tercera,Víctor Manuel Kidnie de la Cruz (aún no redactado),r,pr,,211,2009
PRI,Primera,Víctor Silva Chacón (aún no redactado),r,pr,,212,2009
PRI,México,Andrés Aguirre Romero (aún no redactado),s,smd,,213,2009
PRI,Quinta,Andrés Massieu Fernández (aún no redactado),s,pr,,214,2009
PRI,Colima,Carlos Cruz Mendoza,s,smd,,215,2009
PRI,Segunda,Carlos Flores Rico (aún no redactado),s,pr,,216,2009
PRI,Quintana Roo,Carlos Joaquín González,s,smd,,217,2009
PRI,Campeche,Carlos Oznerol Pacheco Castro (aún no redactado),s,smd,,218,2009
PRI,Primera,Isaías González Cuevas,s,pr,,219,2009
PRI,Primera,Jesús Alberto Cano Vélez,s,pr,,220,2009
PRI,México,Jesús Ricardo Enríquez Fuentes (aún no redactado),s,smd,,221,2009
PRI,Segunda,Jesús Rodríguez Hernández,s,pr,,222,2009
PRI,Tamaulipas,Luis Alejandro Guevara Cobos (aún no redactado),s,smd,,223,2009
PRI,Veracruz,Luis Antonio Martínez Armengol (aún no redactado),s,smd,,224,2009
PRI,Chihuahua,Luis Carlos Campos Villegas,s,smd,,225,2009
PRI,Morelos,Luis Félix Rodríguez Sosa (aún no redactado),s,smd,,226,2009
PRI,Quinta,Luis Videgaray Caso,s,pr,,227,2009
PRI,Segunda,Mercedes del Carmen Guillén Vicente,s,pr,1,228,2009
PRI,Tamaulipas,Morelos Jaime Canseco Gómez,s,smd,,229,2009
PRI,Tabasco,Nicolás Carlos Bellizzia Aboaf (aún no redactado),s,smd,,230,2009
PRI,Puebla,Janet González Tostado (aún no redactado),t,smd,1,231,2009
PRI,Quinta,Jeny de los Reyes Aguilar,y,pr,1,232,2009
PRI,Coahuila,Lily Fabiola De la Rosa Cortés (aún no redactado),y,smd,1,233,2009
PRI,Cuarta,Beatriz Paredes Rangel,z,pr,1,234,2009
PRI,Segunda,Cruz López Aguilar,z,pr,,235,2009
,,,,,,,2009
PVEM,Tercera,Adriana Sarur Torre (aún no redactado),a,pr,1,1,2009
PVEM,Primera,Laura Elena Ledesma Romo (aún no redactado),a,pr,1,2,2009
PVEM,Primera,Lorena Corona Valdés (aún no redactado),a,pr,1,3,2009
PVEM,Cuarta,Ninfa Salinas Sada,a,pr,1,4,2009
PVEM,Guanajuato,Norma Leticia Orozco Torres (aún no redactado),a,smd,1,5,2009
PVEM,Segunda,Rafael Pacchiano Alamán,l,pr,,6,2009
PVEM,Puebla,Juan Carlos Natale López,n,smd,,7,2009
PVEM,Tercera,Juan Gerardo Flores Ramírez (aún no redactado),n,pr,,8,2009
PVEM,Quinta,Juan José Guerra Abud,n,pr,,9,2009
PVEM,Primera,Alberto Cinta,o,pr,,10,2009
PVEM,Guerrero,Alejandro Carabias Icaza (aún no redactado),o,smd,,11,2009
PVEM,Quinta,Alejandro del Mazo Maza (aún no redactado),o,pr,,12,2009
PVEM,Quinta,Álvaro Raymundo Vargas Sáenz (aún no redactado),o,pr,,13,2009
PVEM,Cuarta,Diego Guerrero Rubio (aún no redactado),o,pr,,14,2009
PVEM,Segunda,Guillermo Cueva Sada (aún no redactado),o,pr,,15,2009
PVEM,Yucatán,Liborio Vidal Aguilar,o,smd,,16,2009
PVEM,Cuarta,Pablo Escudero Morales,o,pr,,17,2009
PVEM,Segunda,Rodrigo Pérez-Alonso González,o,pr,,18,2009
PVEM,Cuarta,Rosario Brindis Álvarez,o,pr,1,19,2009
PVEM,Segunda,Carlos Alberto Ezeta Salcedo (aún no redactado),s,pr,,20,2009
PVEM,Primera,Carlos Samuel Moreno Terán,s,pr,,21,2009
,,,,,,,2009
